,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,y_true
3026,0.63,1.0,0.33,0.9,0.05,0.56,0.1,0.18,0.61,0.0,1.0,0.22,0.46,0.36,0.0,0.16,6
78,0.69,0.98,0.82,0.55,1.0,1.0,0.44,0.82,0.92,0.72,0.91,0.46,0.64,0.0,0.0,0.0,9
2126,0.51,1.0,0.86,0.94,0.69,0.61,0.37,0.34,0.0,0.12,0.09,0.0,0.54,0.02,1.0,0.0,2
1421,0.5,0.7,0.6,1.0,1.0,0.97,0.91,0.61,0.88,0.47,0.83,0.15,0.43,0.0,0.0,0.07,3
9608,0.47,1.0,0.77,1.0,0.72,0.55,0.42,0.19,0.0,0.0,0.05,0.12,0.52,0.07,1.0,0.0,2
9009,0.0,0.65,0.38,0.79,0.62,1.0,0.72,0.86,0.77,0.65,0.79,0.43,0.83,0.21,1.0,0.0,1
3591,0.0,0.66,0.63,0.77,1.0,1.0,0.8,0.93,0.6,0.69,0.43,0.45,0.37,0.21,0.5,0.0,1
6403,0.47,1.0,0.21,0.78,0.0,0.42,0.26,0.08,0.94,0.04,1.0,0.32,0.34,0.28,0.28,0.0,6
8629,0.0,0.88,0.43,1.0,0.78,0.81,0.78,0.43,0.79,0.05,0.6,0.0,0.5,0.24,1.0,0.31,7
7690,0.44,0.76,0.61,1.0,0.06,0.75,0.41,0.38,0.7,0.0,0.0,0.0,0.33,0.36,1.0,0.62,8
8095,0.28,0.89,0.64,1.0,1.0,0.92,0.79,0.71,0.59,0.51,0.68,0.27,0.39,0.09,0.0,0.0,3
8751,0.13,0.82,0.44,1.0,0.51,0.72,0.3,0.44,0.0,0.2,0.07,0.07,0.55,0.06,1.0,0.0,2
3264,0.0,0.85,0.26,1.0,0.74,0.89,0.62,0.64,0.61,0.39,1.0,0.21,0.64,0.04,0.07,0.0,3
9323,0.72,0.65,0.53,1.0,0.0,0.88,0.39,0.64,0.75,0.83,1.0,0.42,0.84,0.04,0.27,0.0,9
6819,0.95,1.0,0.5,0.82,0.19,0.58,0.0,0.31,0.18,0.06,0.73,0.0,1.0,0.14,0.44,0.12,6
2538,0.0,0.82,0.46,1.0,0.88,0.91,0.45,0.68,0.49,0.43,1.0,0.25,0.83,0.06,0.23,0.0,3
7020,0.02,0.37,0.08,0.25,0.42,0.0,0.89,0.17,1.0,0.59,0.73,0.96,0.23,1.0,0.0,0.62,0
2787,0.39,0.84,0.0,0.86,0.4,0.42,0.76,0.0,0.2,0.09,0.57,0.54,1.0,0.96,0.44,1.0,8
3347,0.0,0.97,0.41,1.0,0.78,0.89,0.53,0.46,0.35,0.0,0.14,0.31,0.47,0.47,1.0,0.54,7
151,0.46,0.87,0.62,0.65,0.97,1.0,0.32,0.89,0.62,0.66,1.0,0.48,0.71,0.04,0.0,0.0,9
8458,1.0,1.0,0.64,0.77,0.38,0.52,0.23,0.26,0.36,0.0,0.87,0.13,0.64,0.37,0.0,0.46,6
3076,0.0,0.72,0.0,0.77,0.23,0.64,0.73,0.37,0.25,0.0,0.09,0.62,0.33,1.0,1.0,1.0,5
7644,0.61,1.0,0.24,0.88,0.21,0.49,0.26,0.09,0.0,0.0,0.07,0.37,0.51,0.6,1.0,0.78,8
292,0.25,1.0,0.12,0.88,0.0,0.47,0.51,0.31,0.89,0.62,1.0,0.83,0.85,0.42,0.77,0.0,4
7943,0.0,1.0,0.08,0.74,0.95,0.8,0.62,0.96,0.16,0.78,1.0,0.64,0.85,0.28,0.58,0.0,9
2592,0.1,1.0,0.0,0.77,0.3,0.6,0.73,0.55,1.0,0.71,0.77,0.53,0.64,0.27,0.57,0.0,4
6471,0.0,0.88,0.4,1.0,0.68,0.82,0.56,0.4,0.39,0.0,0.29,0.27,0.58,0.44,1.0,0.56,7
2583,0.19,0.89,0.1,0.61,0.5,0.28,0.25,0.0,0.03,0.31,0.0,0.75,0.4,0.98,1.0,1.0,5
3526,0.0,0.97,0.9,1.0,0.81,0.71,0.52,0.36,0.37,0.0,0.16,0.13,0.07,0.42,1.0,0.43,7
3445,0.42,0.9,0.78,1.0,1.0,0.84,0.72,0.63,0.9,0.39,0.83,0.15,0.42,0.0,0.0,0.12,3
5492,1.0,1.0,0.67,0.92,0.37,0.69,0.13,0.43,0.0,0.14,0.3,0.0,0.51,0.21,0.11,0.2,6
524,0.39,1.0,0.1,0.74,0.0,0.41,0.6,0.38,1.0,0.49,0.85,0.63,0.6,0.32,0.43,0.0,4
6734,0.26,1.0,0.0,0.58,0.05,0.11,0.55,0.0,0.97,0.28,1.0,0.75,0.56,0.97,0.17,0.68,0
5444,0.0,0.53,0.36,0.77,0.82,0.99,1.0,1.0,0.73,0.75,0.39,0.5,0.09,0.25,0.03,0.0,1
487,1.0,0.96,0.38,1.0,0.48,0.69,0.85,0.36,0.65,0.02,0.0,0.0,0.33,0.28,0.86,0.53,8
6710,0.93,1.0,0.42,0.82,0.12,0.55,0.0,0.25,0.33,0.0,1.0,0.04,0.75,0.24,0.13,0.12,6
7134,0.0,0.87,0.25,1.0,0.72,0.96,0.47,0.64,0.81,0.47,1.0,0.18,0.57,0.0,0.07,0.0,3
5182,0.0,0.52,0.44,0.69,0.79,0.91,1.0,1.0,0.88,0.74,0.72,0.49,0.57,0.23,0.51,0.0,1
805,0.24,0.92,0.81,1.0,0.26,0.79,0.19,0.54,0.83,0.66,1.0,0.34,0.62,0.04,0.0,0.0,5
5509,0.4,1.0,0.0,0.86,0.07,0.63,1.0,0.63,0.68,0.9,0.46,0.8,0.52,0.39,0.4,0.0,4
3488,0.0,0.79,0.25,1.0,0.35,0.66,0.22,0.3,0.03,0.0,0.35,0.01,0.67,0.04,1.0,0.11,2
4902,0.4,1.0,0.7,0.6,0.9,1.0,0.31,0.94,0.84,0.63,1.0,0.31,0.52,0.0,0.0,0.28,9
8663,0.35,0.94,0.0,0.74,0.75,0.97,1.0,1.0,0.7,0.75,0.45,0.5,0.25,0.25,0.0,0.0,1
5023,0.0,0.99,0.91,1.0,0.79,0.69,0.6,0.35,0.5,0.0,0.17,0.03,0.09,0.28,1.0,0.37,7
8099,0.74,0.92,0.3,1.0,0.0,0.65,0.02,0.25,0.44,0.0,0.94,0.2,1.0,0.6,0.79,0.98,0
8990,1.0,1.0,0.58,1.0,0.21,0.85,0.21,0.62,0.58,0.56,0.64,0.23,0.36,0.0,0.0,0.07,5
6062,0.31,0.74,0.62,0.37,0.55,0.0,0.0,0.17,0.46,0.49,1.0,0.78,0.83,1.0,0.34,0.72,8
2901,0.42,0.67,0.69,1.0,0.79,0.59,0.47,0.22,0.02,0.0,0.0,0.16,0.5,0.24,1.0,0.19,2
6296,1.0,0.91,0.69,1.0,0.53,0.63,0.85,0.7,0.9,0.63,0.8,0.23,0.44,0.0,0.0,0.07,9
9102,0.1,0.81,0.44,1.0,0.57,0.74,0.32,0.42,0.0,0.16,0.16,0.05,0.58,0.04,1.0,0.0,2
4620,0.71,1.0,0.35,0.82,0.0,0.62,0.45,0.51,1.0,0.49,0.82,0.43,0.52,0.21,0.25,0.0,4
97,0.45,0.97,0.09,0.67,0.0,0.26,0.36,0.0,0.82,0.14,1.0,0.53,0.79,0.93,0.32,1.0,0
3823,0.46,1.0,0.11,0.69,0.0,0.24,0.35,0.0,0.81,0.14,1.0,0.53,0.62,0.8,0.17,0.72,0
9837,0.77,1.0,0.48,0.6,0.0,0.32,0.5,0.4,1.0,0.49,0.91,0.86,0.7,0.43,0.52,0.0,4
6287,0.0,0.73,0.25,1.0,0.69,0.95,0.55,0.58,1.0,0.56,0.9,0.21,0.47,0.0,0.02,0.08,3
875,0.81,0.87,0.37,1.0,0.09,0.73,0.74,0.74,0.78,0.71,1.0,0.32,0.68,0.03,0.0,0.0,9
6916,0.68,0.46,0.89,0.75,0.52,1.0,0.0,0.8,0.06,0.53,0.72,0.54,1.0,0.33,0.89,0.0,9
5418,0.0,0.59,0.09,0.64,0.57,0.86,1.0,1.0,0.72,0.75,0.47,0.51,0.21,0.25,0.06,0.0,1
1252,0.0,0.91,0.38,1.0,0.81,0.91,0.67,0.62,1.0,0.4,0.98,0.16,0.51,0.05,0.0,0.0,3
6988,1.0,0.88,0.62,1.0,0.23,0.85,0.0,0.54,0.04,0.18,0.39,0.0,0.58,0.26,0.18,0.32,6
1140,0.12,0.9,0.0,0.83,0.42,0.94,1.0,1.0,0.83,0.77,0.61,0.51,0.41,0.26,0.35,0.0,7
8167,0.6,0.81,0.12,1.0,0.0,0.7,0.28,0.34,0.28,0.0,0.12,0.33,0.52,0.64,1.0,0.91,8
5653,1.0,1.0,0.53,0.81,0.25,0.54,0.11,0.25,0.38,0.0,0.99,0.08,0.65,0.29,0.0,0.25,6
8936,0.2,0.87,0.6,1.0,0.69,0.75,0.5,0.52,1.0,0.44,0.96,0.18,0.51,0.01,0.0,0.0,3
1605,0.61,0.96,0.0,0.83,0.61,0.66,1.0,0.3,0.49,0.0,0.05,0.3,0.39,0.68,0.42,1.0,8
2638,0.0,0.68,0.43,0.82,0.9,1.0,1.0,0.94,0.87,0.71,0.78,0.47,0.76,0.23,0.81,0.0,1
6830,0.83,1.0,0.41,0.98,0.07,0.63,0.0,0.23,0.47,0.0,1.0,0.18,0.58,0.39,0.11,0.15,6
2578,0.44,0.82,0.79,1.0,1.0,0.81,0.73,0.56,0.82,0.45,0.8,0.17,0.42,0.0,0.0,0.13,3
602,0.3,0.58,0.79,0.91,1.0,1.0,0.88,0.6,0.79,0.2,0.16,0.0,0.0,0.01,0.86,0.02,1
7875,0.86,1.0,0.38,0.72,0.07,0.38,0.14,0.03,0.82,0.0,1.0,0.34,0.44,0.5,0.0,0.28,6
2309,1.0,0.9,0.27,1.0,0.0,0.66,0.56,0.33,0.81,0.0,0.1,0.16,0.33,0.57,0.98,0.84,8
80,0.31,1.0,0.32,0.94,0.01,0.56,0.0,0.13,0.53,0.0,1.0,0.21,0.56,0.37,0.05,0.18,6
1307,0.26,0.85,0.59,1.0,0.81,0.78,0.72,0.54,1.0,0.34,0.82,0.09,0.42,0.0,0.0,0.01,3
6020,0.29,0.98,0.0,0.55,0.43,0.36,0.43,0.0,0.21,0.17,0.28,0.64,0.41,0.98,1.0,1.0,5
280,0.06,0.96,0.23,0.52,1.0,0.63,0.53,1.0,0.19,0.77,0.94,0.48,0.87,0.02,0.0,0.0,9
6418,0.08,0.73,0.22,1.0,0.34,0.65,0.26,0.29,0.0,0.02,0.16,0.0,0.58,0.03,1.0,0.06,2
1669,0.36,1.0,0.22,0.96,0.0,0.69,0.06,0.42,0.68,0.42,1.0,0.51,0.64,0.26,0.5,0.0,4
8526,0.0,0.85,0.32,1.0,0.64,0.87,0.5,0.57,0.28,0.29,0.24,0.0,0.63,0.05,1.0,0.15,2
271,0.0,0.98,0.66,1.0,0.64,0.66,0.32,0.34,0.02,0.0,0.47,0.2,1.0,0.47,0.28,0.5,7
9633,0.71,0.71,0.9,0.89,0.36,1.0,0.0,0.79,0.71,0.72,1.0,0.5,0.79,0.25,0.59,0.0,9
2626,0.49,0.72,0.64,1.0,1.0,0.88,0.78,0.52,0.43,0.22,0.0,0.01,0.4,0.06,0.9,0.0,2
5025,0.89,0.76,0.4,1.0,0.09,0.61,1.0,0.29,0.91,0.0,0.0,0.25,0.64,0.63,0.91,1.0,8
6701,0.56,1.0,0.2,0.79,0.0,0.45,0.29,0.18,0.74,0.27,1.0,0.61,0.76,0.35,0.6,0.0,4
6665,0.11,1.0,0.66,0.96,0.8,0.65,0.68,0.31,0.6,0.0,1.0,0.25,0.56,0.42,0.0,0.5,7
2166,0.52,1.0,0.15,0.86,0.01,0.53,0.0,0.2,0.45,0.0,1.0,0.06,0.64,0.18,0.12,0.08,6
3016,0.0,0.69,0.39,1.0,0.82,0.84,0.7,0.4,0.41,0.0,0.06,0.13,0.44,0.41,1.0,0.4,7
3174,0.0,0.62,0.22,0.89,0.69,1.0,0.86,0.77,0.59,0.5,0.28,0.26,0.47,0.04,1.0,0.0,2
4221,0.27,0.81,0.67,1.0,0.95,0.91,0.68,0.61,1.0,0.5,0.92,0.17,0.5,0.0,0.0,0.05,3
6425,0.82,1.0,0.64,0.75,0.16,0.46,0.0,0.13,0.73,0.01,1.0,0.2,0.27,0.27,0.47,0.0,6
2408,0.6,0.9,0.43,0.68,0.52,0.22,0.21,0.0,0.0,0.39,0.52,0.66,1.0,0.95,0.38,1.0,8
5248,0.9,1.0,0.46,0.78,0.2,0.5,0.17,0.19,0.59,0.0,1.0,0.17,0.48,0.27,0.0,0.16,6
9257,0.0,0.76,0.63,0.91,1.0,1.0,0.9,0.8,0.73,0.6,0.57,0.4,0.5,0.2,0.6,0.0,1
86,0.07,0.67,0.62,0.39,1.0,0.08,0.38,0.0,0.24,0.33,0.57,0.67,0.74,1.0,0.0,0.91,8
5176,0.29,0.79,0.8,0.7,0.75,1.0,0.16,0.79,0.91,0.78,1.0,0.46,0.81,0.1,0.0,0.0,9
9305,1.0,1.0,0.68,0.95,0.26,0.98,0.27,0.55,0.7,0.53,0.73,0.15,0.35,0.0,0.0,0.16,5
9112,0.0,0.78,0.0,0.97,0.5,0.99,1.0,1.0,0.9,0.81,0.64,0.56,0.42,0.29,0.27,0.0,7
1392,0.53,0.92,0.99,1.0,1.0,0.74,0.61,0.53,0.83,0.39,0.95,0.13,0.48,0.0,0.0,0.06,3
9855,0.08,0.98,0.17,0.58,0.71,0.44,0.4,0.0,0.02,0.27,0.0,0.78,0.33,1.0,1.0,0.99,5
9279,0.88,0.81,0.43,1.0,0.31,0.74,0.86,0.69,1.0,0.57,0.86,0.17,0.38,0.0,0.0,0.07,9
2557,0.7,1.0,0.45,0.86,0.11,0.53,0.0,0.15,0.57,0.0,1.0,0.26,0.67,0.57,0.0,0.67,6
4758,0.0,0.58,0.35,0.62,0.7,0.83,1.0,1.0,0.91,0.74,0.82,0.49,0.74,0.23,0.78,0.0,1
1080,0.06,0.95,0.88,1.0,0.34,0.98,0.06,0.74,0.43,0.62,1.0,0.38,0.75,0.0,0.0,0.13,5
4627,0.84,1.0,0.58,0.83,0.35,0.55,0.24,0.26,0.48,0.0,1.0,0.15,0.65,0.35,0.0,0.24,6
4745,0.1,0.97,0.02,0.47,0.24,0.01,0.74,0.0,1.0,0.43,0.82,0.9,0.33,1.0,0.0,0.65,0
1653,0.37,0.84,0.69,1.0,0.96,0.87,0.55,0.61,0.88,0.38,1.0,0.09,0.51,0.0,0.0,0.03,3
5416,0.0,0.55,0.2,0.77,0.53,1.0,0.73,0.91,0.93,0.68,1.0,0.45,0.93,0.22,0.47,0.0,1
9759,1.0,1.0,0.64,0.81,0.39,0.55,0.24,0.26,0.37,0.0,0.76,0.11,0.41,0.24,0.0,0.1,6
3610,0.0,0.93,0.33,1.0,0.74,0.83,0.84,0.43,0.79,0.01,0.59,0.0,0.51,0.24,1.0,0.29,7
2150,0.0,0.54,0.16,0.68,0.59,0.83,0.99,1.0,1.0,0.9,0.74,0.62,0.51,0.32,0.34,0.0,1
5698,0.41,0.95,0.44,0.61,0.58,0.3,0.13,0.0,0.0,0.3,0.03,0.8,0.44,1.0,1.0,0.94,5
8561,0.03,0.77,0.0,0.37,0.34,0.0,0.84,0.19,1.0,0.64,0.66,1.0,0.2,0.71,0.22,0.25,0
6690,0.48,1.0,0.13,0.71,0.0,0.4,0.49,0.25,1.0,0.37,0.87,0.62,0.61,0.32,0.64,0.0,4
3339,0.77,0.96,0.38,1.0,0.58,0.77,0.99,0.86,1.0,0.5,0.84,0.12,0.43,0.0,0.0,0.0,9
3994,0.36,1.0,0.22,0.8,0.0,0.5,0.49,0.39,1.0,0.54,0.75,0.62,0.58,0.31,0.59,0.0,4
2277,0.98,1.0,0.31,0.97,0.48,0.6,0.72,0.23,0.16,0.0,0.0,0.3,0.47,0.62,1.0,0.92,8
2864,0.05,0.85,0.12,0.53,0.3,0.12,0.03,0.0,0.0,0.45,0.08,0.85,0.53,0.95,1.0,1.0,5
7315,0.0,0.27,0.23,0.44,0.63,0.72,1.0,1.0,0.86,0.88,0.5,0.6,0.22,0.3,0.09,0.0,1
2979,0.35,1.0,0.0,0.74,0.01,0.45,0.68,0.36,1.0,0.58,0.88,0.54,0.79,0.24,0.72,0.0,4
1643,0.0,0.77,0.34,1.0,0.82,0.97,0.72,0.64,0.39,0.36,0.04,0.1,0.48,0.01,1.0,0.0,2
3821,1.0,1.0,0.74,0.97,0.61,0.81,0.47,0.65,0.34,0.49,0.21,0.33,0.05,0.16,0.0,0.0,1
3742,0.13,0.69,0.78,1.0,1.0,0.73,0.59,0.36,0.11,0.0,0.87,0.11,0.87,0.45,0.0,0.69,8
3867,0.41,1.0,0.0,0.7,0.76,0.37,1.0,0.0,0.1,0.05,0.41,0.43,0.97,0.79,0.27,0.91,8
1329,0.38,0.42,0.96,0.71,1.0,1.0,0.32,0.77,0.43,0.38,0.62,0.0,0.0,0.05,0.49,0.39,8
6345,0.35,0.75,0.58,1.0,0.82,0.83,0.64,0.51,1.0,0.37,0.74,0.08,0.33,0.0,0.0,0.11,3
5422,0.0,0.43,0.19,0.64,0.56,0.82,0.93,1.0,1.0,0.86,0.75,0.58,0.49,0.3,0.31,0.0,1
7401,0.18,1.0,0.0,0.8,0.11,0.56,0.53,0.45,0.99,0.57,1.0,0.47,0.85,0.24,0.78,0.0,4
422,0.0,0.5,0.45,0.74,0.84,1.0,0.73,0.68,0.63,0.34,0.34,0.07,0.32,0.03,1.0,0.0,1
5805,0.11,0.84,0.52,1.0,1.0,0.96,0.83,0.66,0.72,0.5,0.87,0.16,0.45,0.0,0.0,0.11,3
3132,0.6,0.9,0.94,0.64,0.88,1.0,0.56,0.71,1.0,0.83,1.0,0.35,0.67,0.02,0.0,0.0,9
2919,0.0,0.46,0.49,0.68,0.72,1.0,0.68,0.88,0.64,0.55,0.55,0.22,0.09,0.01,1.0,0.0,1
3602,0.69,1.0,0.39,0.63,0.0,0.29,0.35,0.35,1.0,0.34,0.98,0.65,0.79,0.41,0.73,0.0,4
5657,0.07,0.89,0.54,1.0,0.69,0.76,0.4,0.52,0.91,0.45,1.0,0.19,0.52,0.06,0.0,0.0,3
5952,0.0,0.86,0.39,1.0,0.89,0.95,0.73,0.74,0.7,0.52,1.0,0.33,1.0,0.13,0.5,0.0,3
5957,0.52,0.84,0.79,1.0,1.0,0.84,0.77,0.63,0.72,0.34,0.67,0.08,0.33,0.0,0.0,0.02,3
5472,0.39,1.0,0.0,0.74,0.19,0.51,0.81,0.52,1.0,0.7,0.7,0.63,0.52,0.32,0.44,0.0,4
9671,0.52,0.95,1.0,1.0,0.7,0.91,0.26,0.77,0.26,0.55,0.64,0.43,0.43,0.14,0.0,0.0,5
8742,0.25,0.8,0.75,1.0,0.92,0.69,0.72,0.35,0.52,0.0,1.0,0.18,0.61,0.48,0.0,0.65,8
2657,0.43,0.84,0.0,0.77,0.48,0.37,0.28,0.0,0.01,0.25,0.68,0.57,1.0,0.97,0.21,1.0,8
1191,0.38,0.85,0.13,0.55,0.31,0.08,0.75,0.0,1.0,0.4,0.85,0.87,0.42,1.0,0.0,0.79,0
9624,0.0,0.55,0.34,0.87,0.53,1.0,0.49,0.63,0.47,0.26,0.12,0.0,0.34,0.05,1.0,0.05,1
8840,0.21,1.0,0.0,0.7,0.07,0.42,0.91,0.49,1.0,0.64,0.7,0.67,0.72,0.34,0.7,0.0,4
2218,0.26,1.0,0.38,0.78,0.66,0.38,0.45,0.0,0.15,0.33,0.0,0.77,0.34,0.97,1.0,1.0,5
3288,0.68,1.0,0.23,0.78,0.02,0.51,0.0,0.24,0.32,0.0,1.0,0.08,0.85,0.3,0.15,0.24,6
9668,0.83,0.75,0.48,0.45,0.17,0.67,0.56,1.0,1.0,0.79,0.92,0.36,0.58,0.0,0.0,0.0,9
984,0.72,1.0,0.51,0.87,0.0,0.56,0.66,0.48,1.0,0.62,0.75,0.84,0.47,0.42,0.19,0.0,4
9500,1.0,1.0,0.53,0.91,0.16,0.58,0.0,0.2,0.49,0.0,0.99,0.24,0.64,0.56,0.05,0.53,6
9211,1.0,0.99,0.65,1.0,0.33,0.77,0.11,0.51,0.0,0.22,0.21,0.0,0.52,0.19,0.11,0.2,6
7282,0.0,0.87,0.44,1.0,0.84,0.87,0.53,0.59,0.53,0.41,1.0,0.26,0.69,0.05,0.18,0.0,3
2383,0.65,1.0,0.56,1.0,0.17,0.67,0.0,0.31,0.36,0.0,1.0,0.06,0.73,0.38,0.1,0.55,6
9411,0.66,1.0,0.35,0.69,0.23,0.33,0.43,0.0,0.98,0.01,1.0,0.32,0.43,0.37,0.0,0.18,6
9177,0.29,0.96,0.05,1.0,0.0,0.72,0.04,0.45,0.47,0.36,0.77,0.51,0.75,0.23,1.0,0.0,4
1574,0.44,1.0,0.0,0.61,0.22,0.28,0.93,0.21,1.0,0.5,0.69,0.93,0.61,0.48,0.56,0.0,4
5,0.64,0.86,1.0,1.0,0.47,1.0,0.71,0.71,0.96,0.66,0.96,0.19,0.45,0.0,0.0,0.19,9
1077,0.0,0.92,0.48,1.0,0.76,0.74,0.7,0.41,0.57,0.09,0.38,0.0,0.46,0.2,1.0,0.2,7
596,0.03,0.74,0.31,1.0,0.45,0.72,0.28,0.36,0.0,0.06,0.09,0.02,0.57,0.0,1.0,0.13,2
2530,0.0,0.88,0.37,1.0,0.82,0.9,0.7,0.46,0.68,0.0,1.0,0.03,0.93,0.3,0.46,0.38,7
2338,0.0,0.88,0.47,1.0,0.96,0.9,1.0,0.59,0.8,0.28,0.53,0.0,0.37,0.29,0.88,0.25,7
6600,0.13,1.0,0.0,0.62,0.12,0.21,0.53,0.0,0.94,0.19,1.0,0.6,0.75,0.96,0.32,0.97,0
9714,0.32,0.86,0.49,1.0,1.0,0.96,0.73,0.72,0.67,0.48,0.89,0.22,0.52,0.02,0.0,0.0,3
4450,0.52,0.8,0.84,1.0,1.0,0.75,0.58,0.53,0.91,0.48,0.89,0.1,0.44,0.0,0.0,0.16,3
2918,0.16,1.0,0.59,0.99,0.69,0.8,0.76,0.64,1.0,0.42,0.85,0.16,0.45,0.02,0.0,0.0,3
6565,1.0,0.98,0.51,1.0,0.11,0.72,0.44,0.35,0.43,0.0,0.0,0.2,0.22,0.61,0.65,0.92,8
7899,0.51,1.0,0.35,0.74,0.1,0.49,0.0,0.22,0.54,0.12,1.0,0.32,0.9,0.25,0.69,0.0,4
9852,0.53,0.79,0.44,0.55,0.22,0.1,0.0,0.0,0.32,0.36,0.66,0.69,1.0,1.0,0.61,0.83,8
6075,0.32,0.89,0.67,1.0,1.0,0.93,0.79,0.71,0.66,0.47,0.68,0.22,0.4,0.06,0.0,0.0,3
4576,0.32,0.94,0.7,1.0,1.0,0.94,0.71,0.76,0.51,0.55,0.53,0.3,0.37,0.1,0.0,0.0,3
7163,0.0,0.87,0.4,1.0,1.0,0.98,0.89,0.6,0.78,0.21,0.62,0.0,0.25,0.31,0.61,0.45,7
8118,0.0,0.75,0.29,0.9,0.67,1.0,0.83,0.8,0.94,0.58,1.0,0.36,0.88,0.14,0.56,0.0,3
3494,0.23,0.66,0.82,0.89,1.0,1.0,0.85,0.63,0.79,0.25,0.45,0.0,0.0,0.02,0.77,0.04,1
4962,1.0,1.0,0.69,0.8,0.36,0.54,0.17,0.27,0.19,0.0,0.83,0.03,0.67,0.29,0.0,0.4,6
4784,0.14,0.71,0.72,0.93,1.0,1.0,0.77,0.71,0.53,0.43,0.28,0.16,0.0,0.0,0.91,0.02,1
8318,1.0,1.0,0.48,1.0,0.09,0.75,0.08,0.52,0.61,0.56,0.85,0.25,0.49,0.0,0.0,0.05,5
630,0.71,0.84,0.25,1.0,0.0,0.69,0.56,0.66,0.76,0.74,1.0,0.36,0.66,0.05,0.07,0.0,9
8267,0.17,0.77,0.5,1.0,1.0,0.99,0.6,0.75,0.83,0.52,0.97,0.16,0.51,0.0,0.0,0.0,3
399,0.2,0.88,0.29,0.53,0.73,0.35,0.42,0.0,0.0,0.03,0.2,0.59,0.53,0.98,1.0,1.0,5
4395,0.0,0.73,0.3,1.0,0.68,0.87,0.56,0.51,0.25,0.22,0.02,0.02,0.51,0.04,1.0,0.0,2
2879,0.55,1.0,0.15,0.77,0.0,0.47,0.42,0.28,0.86,0.43,1.0,0.62,0.84,0.31,0.8,0.0,4
7668,0.17,0.86,0.68,1.0,0.71,0.7,0.57,0.6,1.0,0.41,0.91,0.07,0.35,0.0,0.0,0.19,3
7516,0.14,0.76,0.5,1.0,1.0,0.95,0.71,0.64,0.59,0.52,0.83,0.2,0.42,0.0,0.0,0.18,3
8092,0.26,0.94,0.67,1.0,1.0,0.89,0.66,0.68,0.92,0.39,0.84,0.14,0.41,0.07,0.0,0.0,3
7162,0.26,1.0,0.0,0.71,0.41,0.5,0.97,0.52,1.0,0.87,0.81,0.67,0.67,0.34,0.59,0.0,4
6024,0.87,1.0,0.36,0.82,0.03,0.52,0.0,0.17,0.5,0.0,1.0,0.13,0.55,0.31,0.0,0.2,6
3183,0.04,0.89,0.43,1.0,0.63,0.79,0.28,0.55,0.63,0.41,1.0,0.25,0.53,0.09,0.0,0.0,3
1287,0.05,0.62,0.21,0.83,0.46,1.0,0.43,0.57,0.43,0.14,0.0,0.09,0.5,0.0,1.0,0.0,1
2508,0.84,1.0,0.35,0.84,0.05,0.55,0.0,0.21,0.44,0.0,1.0,0.07,0.63,0.18,0.09,0.07,6
1069,0.96,0.83,0.57,1.0,0.38,0.65,0.9,0.72,1.0,0.72,1.0,0.25,0.54,0.02,0.0,0.0,9
1965,1.0,0.71,0.8,1.0,0.24,0.83,0.4,0.48,0.57,0.12,0.0,0.0,0.11,0.33,0.78,0.56,8
104,1.0,1.0,0.7,0.82,0.36,0.55,0.0,0.31,0.37,0.31,0.76,0.36,0.77,0.34,0.73,0.0,4
4443,0.0,0.34,0.35,0.55,0.68,0.78,1.0,1.0,0.92,0.79,0.75,0.53,0.62,0.27,0.61,0.0,1
8608,0.15,0.79,0.0,0.65,0.17,1.0,0.71,0.99,1.0,0.96,0.77,0.6,0.58,0.24,0.47,0.0,7
4031,0.56,0.95,0.42,0.62,0.38,0.17,0.0,0.0,0.27,0.38,0.64,0.69,1.0,1.0,0.53,0.94,8
6206,0.83,1.0,0.34,0.79,0.08,0.52,0.0,0.23,0.37,0.0,1.0,0.12,0.93,0.38,0.28,0.33,6
3112,0.2,1.0,0.07,0.84,0.0,0.5,0.65,0.5,1.0,0.67,0.84,0.68,0.77,0.34,0.72,0.0,4
7708,0.23,1.0,0.09,0.68,0.0,0.36,0.49,0.25,1.0,0.36,0.99,0.65,0.93,0.32,0.83,0.0,4
4436,0.0,0.49,0.4,0.59,0.72,0.79,1.0,1.0,0.85,0.74,0.69,0.48,0.53,0.21,0.51,0.0,1
1757,0.32,0.66,0.87,0.42,0.73,0.0,0.0,0.07,0.37,0.43,1.0,0.72,0.92,1.0,0.3,0.76,8
4710,0.0,0.98,0.67,0.93,0.47,1.0,0.19,0.68,0.45,0.55,1.0,0.33,0.73,0.0,0.17,0.07,5
4015,0.95,0.93,0.56,1.0,0.28,0.68,0.18,0.34,0.38,0.02,1.0,0.0,0.74,0.27,0.0,0.21,6
9337,1.0,1.0,0.57,0.9,0.28,0.67,0.06,0.43,0.0,0.15,0.37,0.0,0.7,0.16,0.28,0.27,6
8775,0.59,0.79,0.35,0.73,0.72,0.36,0.35,0.0,0.05,0.24,0.0,0.7,0.32,1.0,1.0,0.97,5
1320,0.25,0.88,0.39,0.61,0.92,0.24,0.27,0.0,0.15,0.33,0.77,0.68,1.0,1.0,0.0,0.88,8
2672,0.48,1.0,0.89,1.0,0.76,0.77,0.69,0.56,1.0,0.35,0.89,0.11,0.45,0.0,0.0,0.08,3
