,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,y_true
258,0.18,0.95,0.14,0.65,0.77,0.57,1.0,0.13,0.49,0.0,0.12,0.43,0.0,0.88,0.62,1.0,5
260,0.0,0.74,0.13,1.0,0.55,1.0,1.0,0.98,0.79,0.8,0.59,0.55,0.45,0.28,0.42,0.0,7
261,0.73,1.0,0.13,0.64,0.66,0.49,1.0,0.93,0.43,0.7,0.0,0.28,0.17,0.0,0.29,0.34,8
262,0.72,0.71,0.73,1.0,0.29,0.87,0.66,0.73,1.0,0.54,0.92,0.16,0.48,0.0,0.0,0.09,9
263,0.0,0.8,0.35,0.84,0.84,1.0,1.0,0.89,0.82,0.67,0.63,0.44,0.41,0.22,0.22,0.0,1
266,0.21,0.96,0.13,0.55,0.63,0.35,0.43,0.0,0.07,0.23,0.0,0.62,0.37,0.94,1.0,1.0,5
267,0.35,0.97,0.68,1.0,1.0,0.69,0.75,0.34,0.44,0.0,0.91,0.15,0.75,0.34,0.0,0.33,7
268,0.61,0.96,0.0,0.83,0.61,0.66,1.0,0.3,0.49,0.0,0.05,0.3,0.39,0.68,0.42,1.0,8
269,0.75,1.0,0.78,0.82,0.87,0.97,0.57,0.84,1.0,0.64,0.91,0.33,0.53,0.1,0.0,0.0,9
270,0.0,0.59,0.46,0.76,0.91,1.0,0.82,0.66,0.71,0.34,0.65,0.0,0.33,0.08,1.0,0.1,1
271,0.66,0.89,0.93,1.0,0.8,0.69,0.68,0.48,1.0,0.23,0.8,0.0,0.4,0.01,0.0,0.06,3
272,0.41,0.9,0.62,1.0,0.29,0.74,0.02,0.47,0.0,0.22,0.64,0.33,1.0,0.28,0.88,0.0,4
273,0.16,0.94,0.0,0.6,0.53,0.5,0.47,0.0,0.17,0.11,0.13,0.7,0.46,1.0,1.0,0.96,5
274,0.1,0.99,0.36,0.98,1.0,1.0,0.91,0.68,0.58,0.34,0.24,0.0,0.0,0.03,0.36,0.22,7
275,0.25,0.8,0.75,1.0,0.92,0.69,0.72,0.35,0.52,0.0,1.0,0.18,0.61,0.48,0.0,0.65,8
276,0.86,0.61,0.28,0.48,0.0,0.75,0.36,1.0,0.91,0.89,1.0,0.57,0.81,0.26,0.44,0.0,9
277,0.0,0.82,0.38,1.0,0.62,0.95,0.31,0.75,0.23,0.57,0.23,0.37,0.46,0.18,1.0,0.0,1
279,0.81,0.82,0.59,1.0,0.0,0.64,0.71,0.46,1.0,0.6,0.74,0.93,0.64,0.46,0.55,0.0,4
280,0.17,1.0,0.18,0.55,0.64,0.42,0.4,0.0,0.12,0.27,0.0,0.75,0.45,0.95,1.0,0.99,5
281,0.0,0.94,0.44,1.0,0.84,0.82,1.0,0.47,0.93,0.1,0.9,0.0,0.88,0.23,0.41,0.26,7
282,0.0,0.33,0.66,0.6,1.0,1.0,0.48,0.78,0.84,0.37,0.52,0.0,0.3,0.32,0.85,0.68,8
284,0.33,0.65,0.81,0.88,1.0,1.0,0.88,0.7,0.74,0.41,0.52,0.13,0.0,0.0,0.81,0.01,1
289,0.01,0.92,0.71,1.0,1.0,0.72,0.66,0.35,0.27,0.0,0.76,0.28,0.72,0.52,0.0,0.56,7
290,0.61,1.0,0.0,0.84,0.51,0.6,1.0,0.33,0.72,0.0,0.16,0.17,0.41,0.53,0.87,0.84,8
291,0.76,0.93,0.24,1.0,0.0,0.72,0.58,0.73,0.74,0.74,1.0,0.42,0.92,0.12,0.37,0.0,9
292,0.33,0.63,0.69,0.82,1.0,1.0,0.78,0.78,0.71,0.54,0.69,0.29,0.57,0.06,0.0,0.0,1
293,0.29,0.97,0.59,1.0,0.46,0.72,0.14,0.58,0.0,0.43,0.32,0.27,0.64,0.09,1.0,0.0,2
295,0.0,0.81,0.15,1.0,0.2,0.76,0.19,0.52,0.24,0.28,0.71,0.21,0.88,0.23,1.0,0.0,4
296,0.14,0.94,0.04,0.63,0.43,0.36,0.36,0.0,0.1,0.27,0.0,0.72,0.47,0.92,1.0,1.0,5
297,0.0,0.92,0.33,0.99,0.84,1.0,1.0,0.92,0.67,0.71,0.45,0.47,0.3,0.21,0.27,0.0,7
298,0.19,0.7,0.0,0.86,0.46,1.0,0.94,0.92,1.0,0.68,0.83,0.44,0.59,0.22,0.41,0.0,9
299,0.0,0.65,0.25,0.79,0.55,1.0,0.62,0.92,0.62,0.68,0.62,0.44,0.78,0.22,1.0,0.0,1
300,0.32,0.72,0.57,0.93,1.0,1.0,0.87,0.78,0.62,0.56,0.61,0.3,0.44,0.07,0.0,0.0,3
301,0.16,0.96,0.0,0.59,0.34,0.22,1.0,0.3,0.74,0.77,0.49,1.0,0.46,0.5,0.4,0.0,4
302,0.08,0.95,0.08,0.58,0.61,0.47,0.54,0.0,0.2,0.21,0.0,0.68,0.37,1.0,1.0,1.0,5
303,0.0,0.91,0.07,0.98,0.47,1.0,0.85,0.94,1.0,0.72,0.85,0.47,0.66,0.24,0.52,0.0,7
304,0.26,0.9,0.75,0.74,0.7,1.0,0.0,0.85,0.83,0.8,1.0,0.52,0.61,0.2,0.09,0.0,9
305,0.25,0.76,0.0,0.47,0.2,0.0,0.83,0.22,1.0,0.69,0.49,1.0,0.03,0.65,0.13,0.17,0
306,0.0,0.57,0.17,0.77,0.73,0.97,1.0,1.0,0.73,0.75,0.57,0.5,0.43,0.25,0.43,0.0,1
310,0.07,0.54,0.0,0.89,0.71,1.0,1.0,0.83,0.71,0.45,0.45,0.06,0.32,0.0,0.67,0.21,7
312,0.74,1.0,0.02,0.49,0.29,0.0,1.0,0.54,0.61,0.95,0.0,0.39,0.75,0.77,0.06,0.21,0
313,0.0,0.84,0.46,0.86,0.91,1.0,1.0,0.94,0.85,0.7,0.72,0.45,0.61,0.2,0.62,0.0,1
314,0.0,0.65,0.02,0.94,0.58,1.0,0.98,0.88,0.72,0.59,1.0,0.28,0.69,0.05,0.24,0.0,3
316,0.77,0.95,0.2,0.81,0.43,0.59,0.76,0.19,0.15,0.0,0.0,0.36,0.38,0.85,1.0,1.0,5
317,0.12,0.93,0.0,0.97,0.57,1.0,1.0,0.88,0.94,0.66,0.75,0.43,0.57,0.22,0.4,0.0,7
319,0.39,0.94,0.0,0.31,0.42,0.0,1.0,0.43,0.95,1.0,0.3,0.69,0.49,0.53,0.3,0.28,0
321,1.0,0.94,0.41,0.92,0.94,1.0,0.89,0.64,0.63,0.49,1.0,0.21,0.52,0.0,0.0,0.1,3
322,0.59,1.0,0.0,0.79,0.31,0.64,1.0,0.75,0.93,0.76,0.63,0.51,0.37,0.26,0.11,0.0,4
323,0.27,1.0,0.08,0.56,0.57,0.41,0.2,0.0,0.0,0.24,0.18,0.85,0.48,0.97,1.0,0.94,5
324,0.08,0.7,0.0,0.96,0.46,1.0,1.0,0.98,0.96,0.75,0.69,0.5,0.48,0.24,0.58,0.0,7
325,0.73,0.92,0.0,1.0,0.23,0.63,0.77,0.31,0.5,0.0,0.07,0.3,0.52,0.66,1.0,0.98,8
331,0.22,1.0,0.01,0.52,0.63,0.67,0.62,0.21,0.0,0.0,0.04,0.59,0.28,0.96,1.0,0.97,5
333,0.68,0.89,0.17,1.0,0.28,0.63,0.72,0.28,0.36,0.0,0.0,0.32,0.47,0.64,1.0,0.95,8
334,0.77,1.0,0.37,0.88,0.61,0.68,1.0,0.85,0.84,0.69,0.72,0.41,0.39,0.18,0.0,0.0,9
336,0.0,0.89,0.28,1.0,0.64,0.85,0.43,0.61,0.09,0.44,0.23,0.21,0.62,0.11,1.0,0.0,2
338,0.09,1.0,0.0,0.75,0.78,0.72,1.0,0.92,0.74,0.93,0.56,0.62,0.38,0.31,0.21,0.0,4
339,0.37,0.87,1.0,1.0,0.56,0.91,0.19,0.67,0.22,0.54,0.79,0.42,0.59,0.16,0.0,0.0,5
340,0.71,0.82,1.0,1.0,0.44,0.69,0.0,0.35,0.08,0.0,0.9,0.12,0.75,0.32,0.05,0.11,6
342,0.78,1.0,0.23,0.83,0.59,0.64,1.0,0.83,0.76,0.74,0.77,0.46,0.55,0.2,0.0,0.0,9
344,0.0,0.83,0.43,1.0,0.89,0.85,0.75,0.57,0.42,0.32,0.0,0.11,0.35,0.0,1.0,0.0,2
349,0.03,0.7,0.0,0.96,0.47,1.0,1.0,0.97,0.74,0.73,0.51,0.49,0.4,0.23,0.62,0.0,7
350,0.93,0.77,0.49,1.0,0.19,0.73,0.72,0.68,0.9,0.63,1.0,0.2,0.58,0.0,0.0,0.1,9
352,0.0,0.53,0.31,0.81,0.51,1.0,0.5,0.62,0.46,0.25,0.15,0.0,0.59,0.01,1.0,0.03,1
353,0.19,0.88,0.53,1.0,0.92,0.84,0.71,0.53,0.36,0.29,0.0,0.05,0.48,0.01,1.0,0.0,2
359,0.46,0.45,0.0,0.58,0.2,0.83,0.69,1.0,1.0,0.81,0.91,0.53,0.69,0.27,0.48,0.0,9
360,0.0,0.59,0.16,0.73,0.77,0.95,1.0,1.0,0.7,0.75,0.45,0.5,0.25,0.25,0.34,0.0,1
363,0.84,1.0,0.51,0.69,0.1,0.33,0.0,0.14,0.83,0.11,1.0,0.47,0.76,0.42,0.71,0.0,4
365,0.0,0.89,0.41,0.94,0.87,1.0,1.0,0.98,0.8,0.75,0.68,0.5,0.59,0.25,0.6,0.0,7
369,0.0,0.9,0.36,1.0,0.53,0.76,0.15,0.51,0.67,0.46,1.0,0.2,0.61,0.0,0.1,0.07,3
371,0.23,0.95,0.0,0.97,0.52,1.0,1.0,0.93,0.98,0.68,0.74,0.45,0.47,0.23,0.31,0.0,7
372,0.83,0.75,0.48,0.45,0.17,0.67,0.56,1.0,1.0,0.79,0.92,0.36,0.58,0.0,0.0,0.0,9
373,0.0,0.65,0.38,0.79,0.62,1.0,0.72,0.86,0.77,0.65,0.79,0.43,0.83,0.21,1.0,0.0,1
374,0.14,0.88,0.62,1.0,0.97,0.86,0.7,0.62,0.34,0.42,0.0,0.2,0.45,0.06,1.0,0.0,2
375,0.0,0.8,0.43,0.93,0.91,1.0,0.96,0.8,0.75,0.57,1.0,0.36,0.9,0.14,0.48,0.0,3
378,0.79,0.89,0.57,1.0,0.65,0.89,1.0,0.91,0.83,0.62,0.59,0.36,0.32,0.13,0.0,0.0,9
379,0.0,0.67,0.45,0.8,1.0,1.0,0.5,0.85,0.32,0.64,0.23,0.42,0.18,0.21,0.14,0.0,1
381,0.32,0.95,1.0,1.0,0.55,0.95,0.0,0.71,0.07,0.45,0.73,0.33,0.78,0.07,0.11,0.0,5
382,0.18,0.75,0.0,0.74,0.35,0.97,1.0,1.0,0.88,0.79,0.72,0.49,0.52,0.18,0.4,0.0,7
383,0.87,0.86,0.45,1.0,0.26,0.71,0.71,0.6,1.0,0.57,0.9,0.17,0.49,0.0,0.0,0.05,9
386,1.0,0.93,0.68,1.0,0.4,0.91,0.56,0.74,0.88,0.63,0.63,0.39,0.31,0.2,0.0,0.0,5
388,0.62,0.57,1.0,0.85,0.52,1.0,0.0,0.76,0.39,0.64,0.79,0.57,0.52,0.24,0.05,0.0,9
389,0.48,0.74,0.88,0.95,1.0,1.0,0.78,0.75,0.66,0.49,0.64,0.23,0.32,0.0,0.0,0.01,1
390,0.0,0.93,0.52,1.0,0.94,0.87,0.8,0.63,0.53,0.42,0.23,0.2,0.42,0.03,1.0,0.0,2
392,0.16,0.78,0.0,1.0,0.76,0.92,1.0,0.78,0.77,0.35,0.74,0.0,0.98,0.32,0.27,0.38,7
393,0.8,0.86,0.46,1.0,0.0,0.78,0.42,0.57,1.0,0.75,0.98,0.62,0.88,0.29,0.75,0.0,9
396,0.0,0.87,0.52,1.0,0.96,0.82,0.45,0.58,0.39,0.42,1.0,0.28,0.73,0.04,0.08,0.0,3
397,0.66,0.94,1.0,1.0,0.81,0.96,0.5,0.81,0.47,0.5,0.54,0.19,0.26,0.0,0.0,0.12,5
398,0.25,1.0,0.71,0.93,0.77,0.57,0.59,0.2,0.3,0.0,0.0,0.28,0.5,0.25,1.0,0.14,7
399,0.0,0.39,0.62,0.67,0.86,1.0,0.06,0.87,0.38,0.54,1.0,0.26,0.72,0.0,0.01,0.17,8
400,0.75,1.0,0.38,0.82,0.74,0.82,0.8,0.71,0.96,0.46,1.0,0.2,0.54,0.04,0.0,0.0,9
401,0.0,0.6,0.31,0.7,0.64,0.88,1.0,1.0,0.9,0.75,0.79,0.5,0.73,0.25,0.7,0.0,1
402,0.23,0.7,0.51,1.0,0.74,0.82,0.51,0.46,0.2,0.15,0.0,0.04,0.5,0.0,1.0,0.02,2
404,0.17,1.0,0.08,0.53,0.61,0.47,0.42,0.0,0.03,0.17,0.0,0.8,0.44,0.96,1.0,0.94,5
406,0.71,0.63,0.88,1.0,0.14,0.97,0.0,0.58,0.76,0.6,1.0,0.77,0.6,0.39,0.23,0.0,9
407,1.0,1.0,0.76,0.87,0.64,0.72,0.5,0.58,0.38,0.44,0.24,0.29,0.12,0.14,0.0,0.0,1
408,0.23,0.67,0.43,1.0,0.73,0.85,0.68,0.49,0.41,0.17,0.0,0.0,0.49,0.04,1.0,0.06,2
412,0.0,0.69,0.52,0.6,1.0,0.77,0.74,1.0,0.23,0.89,0.47,0.69,0.55,0.36,0.51,0.0,9
413,0.0,0.41,0.23,0.65,0.63,0.87,1.0,1.0,0.9,0.75,0.73,0.51,0.67,0.25,0.67,0.0,1
414,0.32,0.71,0.55,1.0,0.72,0.77,0.56,0.44,0.32,0.12,0.0,0.04,0.43,0.13,1.0,0.0,2
415,0.49,0.78,0.69,1.0,1.0,0.95,0.76,0.72,0.61,0.46,0.59,0.18,0.33,0.0,0.0,0.12,3
417,0.34,0.77,0.77,1.0,1.0,0.74,0.75,0.43,0.4,0.16,0.0,0.0,0.0,0.24,0.79,0.26,7
418,0.0,0.66,0.48,1.0,1.0,0.83,0.69,0.41,0.37,0.0,0.81,0.26,0.76,0.69,0.08,0.93,8
419,0.44,0.68,0.79,1.0,0.26,0.93,0.59,0.67,1.0,0.71,0.95,0.25,0.56,0.0,0.0,0.12,9
420,0.04,0.25,0.68,0.64,0.33,0.97,0.0,0.36,0.38,0.0,1.0,0.43,0.96,1.0,0.22,0.85,0
422,0.24,0.74,0.46,1.0,0.67,0.72,0.61,0.38,0.34,0.08,0.0,0.0,0.47,0.07,1.0,0.05,2
424,0.12,0.91,0.79,1.0,0.45,0.95,0.29,0.63,0.88,0.68,1.0,0.24,0.52,0.0,0.0,0.23,5
425,0.0,0.98,0.66,1.0,0.64,0.66,0.32,0.34,0.02,0.0,0.47,0.2,1.0,0.47,0.28,0.5,7
427,0.43,0.97,0.8,0.79,0.22,0.66,0.35,1.0,0.86,0.75,1.0,0.23,0.48,0.0,0.0,0.24,9
429,0.44,0.74,0.53,1.0,0.5,0.73,0.46,0.42,0.44,0.1,0.0,0.0,0.35,0.05,1.0,0.07,1
430,0.0,0.62,0.34,0.93,0.81,1.0,0.85,0.61,0.53,0.28,0.11,0.17,0.56,0.19,1.0,0.0,2
431,0.85,0.9,0.35,1.0,0.15,0.77,0.32,0.53,0.91,0.52,1.0,0.22,0.56,0.0,0.0,0.07,5
435,0.06,0.66,0.32,0.98,0.55,1.0,0.44,0.62,0.3,0.26,0.0,0.0,0.5,0.05,1.0,0.07,1
436,0.09,0.8,0.56,1.0,1.0,0.87,0.88,0.51,0.51,0.23,0.0,0.04,0.29,0.04,0.88,0.0,2
437,0.54,0.87,0.72,1.0,1.0,1.0,0.69,1.0,0.42,0.84,0.44,0.45,0.28,0.1,0.0,0.0,5
438,0.15,0.76,0.35,0.99,0.88,1.0,1.0,0.94,0.71,0.72,0.42,0.49,0.17,0.25,0.0,0.0,7
439,1.0,0.8,0.65,0.43,0.26,0.55,0.5,1.0,0.9,0.92,0.83,0.42,0.49,0.03,0.0,0.0,9
440,0.33,0.75,0.69,1.0,0.9,0.94,0.79,0.55,0.55,0.19,0.0,0.0,0.34,0.03,1.0,0.07,1
441,0.0,0.59,0.18,0.94,0.52,1.0,0.52,0.61,0.32,0.26,0.24,0.0,0.62,0.07,1.0,0.14,2
443,0.0,0.91,0.34,1.0,1.0,0.77,0.99,0.38,0.71,0.0,0.9,0.07,0.85,0.3,0.0,0.25,7
445,0.0,0.76,0.42,1.0,0.51,0.91,0.43,0.52,0.46,0.13,1.0,0.07,0.71,0.02,0.31,0.0,1
447,0.6,1.0,0.27,0.82,0.0,0.58,0.49,0.46,0.86,0.55,0.86,0.63,0.87,0.31,1.0,0.0,4
451,0.0,0.74,0.29,1.0,0.37,0.94,0.3,0.62,0.23,0.3,0.12,0.0,0.47,0.1,1.0,0.12,1
452,0.32,0.53,0.41,0.9,1.0,1.0,0.94,0.6,0.56,0.25,0.0,0.0,0.3,0.09,0.99,0.11,2
453,0.69,0.8,0.93,1.0,0.93,0.77,0.63,0.55,1.0,0.42,0.79,0.2,0.41,0.07,0.0,0.0,3
455,0.09,1.0,0.0,0.62,0.52,0.48,0.45,0.0,0.02,0.13,0.03,0.68,0.37,0.99,1.0,1.0,5
456,0.11,0.83,0.41,1.0,0.47,0.67,0.25,0.35,0.08,0.0,0.0,0.31,0.49,0.32,1.0,0.31,7
458,0.08,0.44,0.0,0.66,0.5,0.89,1.0,1.0,0.83,0.75,0.61,0.5,0.56,0.25,0.61,0.0,1
459,0.0,0.77,0.25,1.0,0.53,0.86,0.43,0.52,0.17,0.21,0.01,0.0,0.51,0.0,1.0,0.0,2
463,0.95,0.68,0.75,1.0,0.43,0.74,0.84,0.66,1.0,0.52,0.87,0.12,0.39,0.0,0.0,0.21,9
464,0.09,0.59,0.39,0.87,0.61,1.0,0.46,0.59,0.22,0.22,0.0,0.03,0.5,0.02,1.0,0.0,1
465,0.16,0.71,0.2,1.0,0.52,0.81,0.36,0.49,0.05,0.22,0.0,0.02,0.5,0.03,1.0,0.0,2
468,0.64,0.86,1.0,1.0,0.47,1.0,0.71,0.71,0.96,0.66,0.96,0.19,0.45,0.0,0.0,0.19,9
469,0.53,0.64,0.73,1.0,0.7,0.83,0.67,0.42,0.36,0.11,0.0,0.0,0.49,0.04,1.0,0.09,1
470,0.1,0.64,0.29,1.0,0.6,0.9,0.46,0.52,0.19,0.18,0.0,0.08,0.5,0.05,1.0,0.0,2
474,0.23,0.73,0.45,1.0,0.46,0.89,0.4,0.57,0.28,0.26,0.0,0.0,0.49,0.06,1.0,0.07,1
475,0.16,0.67,0.35,1.0,0.5,0.7,0.36,0.34,0.15,0.0,0.0,0.21,0.48,0.2,1.0,0.09,2
476,0.55,0.85,1.0,1.0,0.82,0.94,0.38,0.74,0.9,0.65,0.94,0.36,0.52,0.13,0.0,0.0,5
477,0.49,0.93,0.89,1.0,0.94,0.65,0.68,0.28,0.5,0.0,1.0,0.24,0.6,0.37,0.0,0.43,7
478,1.0,0.89,0.41,1.0,0.0,0.77,0.59,0.71,0.84,0.87,0.57,0.57,0.3,0.29,0.07,0.0,9
479,0.15,0.67,0.44,1.0,0.51,0.91,0.44,0.44,0.29,0.0,0.0,0.01,0.5,0.04,1.0,0.02,1
480,0.46,0.73,0.64,1.0,1.0,0.89,0.8,0.57,0.48,0.26,0.0,0.0,0.14,0.14,0.92,0.11,2
481,0.0,0.73,0.04,0.69,0.22,0.95,0.93,1.0,1.0,0.83,0.82,0.45,0.67,0.08,0.76,0.0,7
482,0.44,0.73,0.77,1.0,1.0,0.68,0.78,0.28,0.68,0.0,1.0,0.33,0.56,0.51,0.0,0.53,8
483,0.68,0.66,1.0,0.98,0.57,1.0,0.27,0.68,0.73,0.72,0.78,0.37,0.45,0.05,0.0,0.0,9
486,0.26,0.88,0.55,1.0,0.86,0.69,0.78,0.31,0.67,0.0,1.0,0.33,0.66,0.45,0.0,0.45,7
489,0.1,0.58,0.26,0.99,0.67,1.0,0.59,0.57,0.29,0.22,0.0,0.0,0.5,0.07,1.0,0.0,2
490,0.56,0.91,1.0,1.0,0.51,0.86,0.16,0.58,0.66,0.62,0.81,0.29,0.49,0.0,0.0,0.0,5
492,0.3,1.0,0.0,0.78,0.56,0.82,0.44,0.78,0.75,0.51,1.0,0.22,0.72,0.0,0.15,0.07,9
493,0.0,0.62,0.3,0.9,0.7,1.0,0.57,0.61,0.48,0.22,0.07,0.0,0.36,0.02,1.0,0.03,1
494,0.46,0.95,0.87,1.0,0.92,0.56,0.59,0.2,0.15,0.0,0.0,0.12,0.5,0.14,1.0,0.11,2
495,0.34,0.99,0.14,0.98,0.68,1.0,0.84,0.68,0.7,0.43,1.0,0.11,0.53,0.0,0.0,0.08,3
496,0.83,0.9,1.0,1.0,0.42,0.82,0.09,0.55,0.73,0.62,0.77,0.27,0.32,0.0,0.0,0.13,5
498,0.82,1.0,0.16,0.9,0.0,0.58,0.6,0.58,0.93,0.89,1.0,0.6,0.85,0.26,0.41,0.0,9
500,0.16,0.37,0.08,0.82,0.49,1.0,0.55,0.56,0.26,0.17,0.0,0.0,0.5,0.03,1.0,0.03,2
501,0.32,0.92,0.75,1.0,0.79,0.63,0.56,0.28,0.29,0.0,0.0,0.33,0.42,0.46,1.0,0.48,7
503,0.83,0.31,1.0,0.71,0.67,1.0,0.24,0.87,0.0,0.46,0.08,0.0,0.51,0.0,0.82,0.36,0
505,0.67,0.75,0.79,1.0,0.94,0.74,0.72,0.42,0.38,0.15,0.0,0.0,0.47,0.05,1.0,0.01,2
506,0.32,0.88,0.21,1.0,0.66,0.94,0.45,0.65,0.69,0.54,1.0,0.29,0.64,0.03,0.0,0.0,3
508,0.28,1.0,0.0,0.52,0.37,0.99,0.45,0.89,0.51,0.34,0.24,0.02,0.3,0.0,1.0,0.0,1
509,0.54,0.73,0.78,1.0,0.9,0.67,0.67,0.31,0.29,0.03,0.0,0.08,0.49,0.1,1.0,0.0,2
510,0.0,0.91,0.36,1.0,0.62,0.83,0.57,0.6,0.7,0.39,1.0,0.22,0.78,0.04,0.39,0.0,3
511,0.28,0.95,0.39,0.84,0.67,1.0,0.42,0.9,0.81,0.62,1.0,0.27,0.56,0.03,0.0,0.0,9
512,0.25,0.67,0.54,1.0,0.56,0.78,0.51,0.34,0.2,0.04,0.0,0.09,0.51,0.04,1.0,0.0,1
513,0.02,0.85,0.28,1.0,0.53,0.81,0.31,0.54,0.0,0.35,0.35,0.35,0.67,0.17,1.0,0.0,2
514,0.0,0.98,0.34,1.0,0.53,0.78,0.47,0.47,0.72,0.26,1.0,0.08,0.68,0.0,0.36,0.08,3
515,0.53,0.81,0.99,1.0,0.97,0.65,0.61,0.32,0.22,0.0,0.0,0.2,0.36,0.39,1.0,0.48,7
516,0.78,0.72,0.81,1.0,0.08,0.91,0.0,0.55,0.69,0.59,1.0,0.71,0.74,0.33,0.58,0.0,9
518,0.29,0.83,0.6,1.0,0.78,0.64,0.56,0.27,0.13,0.02,0.0,0.19,0.52,0.18,1.0,0.0,2
519,0.0,0.78,0.35,1.0,0.74,0.86,0.42,0.55,0.57,0.31,1.0,0.08,0.58,0.0,0.08,0.08,3
520,0.65,0.86,0.79,1.0,0.35,0.69,0.0,0.39,0.72,0.34,1.0,0.66,0.61,0.35,0.32,0.0,4
521,1.0,0.8,0.73,1.0,0.68,0.62,0.69,0.22,0.27,0.0,0.0,0.29,0.45,0.5,0.93,0.63,8
522,0.0,0.0,0.38,0.13,0.71,0.34,0.94,0.61,1.0,0.9,0.63,1.0,0.44,0.76,0.73,0.53,9
524,0.29,0.88,0.64,1.0,0.55,0.73,0.29,0.5,0.0,0.26,0.0,0.02,0.5,0.0,1.0,0.03,2
526,0.13,0.76,0.64,1.0,0.87,0.72,0.52,0.35,0.11,0.0,0.0,0.15,0.35,0.37,1.0,0.36,7
528,1.0,0.75,0.82,1.0,0.29,0.91,0.2,0.74,0.74,0.74,0.63,0.42,0.3,0.15,0.0,0.0,9
529,0.29,0.71,0.65,1.0,0.63,0.82,0.42,0.39,0.24,0.0,0.0,0.07,0.5,0.09,1.0,0.08,1
530,0.13,0.77,0.44,1.0,0.51,0.68,0.4,0.36,0.15,0.07,0.0,0.01,0.5,0.03,1.0,0.0,2
531,0.51,0.85,0.83,1.0,1.0,0.9,0.81,0.66,0.73,0.4,0.73,0.16,0.39,0.02,0.0,0.0,3
534,0.0,0.43,0.13,0.66,0.45,0.88,0.77,1.0,0.68,0.74,0.68,0.48,0.7,0.22,1.0,0.0,1
535,0.29,0.73,0.56,1.0,0.68,0.71,0.45,0.38,0.11,0.12,0.0,0.08,0.5,0.06,1.0,0.0,2
536,1.0,0.93,0.76,1.0,0.41,0.98,0.39,0.77,0.67,0.61,0.56,0.35,0.29,0.16,0.0,0.0,5
539,0.47,0.9,0.75,1.0,0.75,0.72,0.55,0.45,0.26,0.21,0.0,0.0,0.49,0.05,1.0,0.04,2
540,1.0,0.98,0.85,0.99,0.38,1.0,0.26,0.71,0.66,0.56,0.79,0.36,0.4,0.18,0.0,0.0,5
541,1.0,0.85,0.48,0.79,0.18,1.0,0.57,0.99,0.64,0.62,0.69,0.26,0.43,0.0,0.0,0.19,9
542,0.0,0.52,0.21,0.71,0.53,0.94,0.88,1.0,0.85,0.75,0.79,0.49,0.76,0.24,1.0,0.0,1
543,0.12,0.83,0.5,1.0,0.85,0.67,0.63,0.23,0.16,0.0,0.0,0.18,0.52,0.18,1.0,0.01,2
544,1.0,1.0,0.74,0.88,0.46,0.69,0.22,0.47,0.0,0.24,0.03,0.0,0.36,0.11,0.07,0.23,6
546,0.08,0.66,0.26,1.0,0.38,0.89,0.37,0.48,0.28,0.09,0.0,0.0,0.49,0.05,1.0,0.07,1
547,0.61,1.0,0.96,0.98,0.83,0.49,0.46,0.14,0.0,0.0,0.06,0.29,0.54,0.27,1.0,0.08,2
548,0.91,0.6,0.7,1.0,0.16,0.88,0.32,0.5,0.87,0.76,1.0,0.27,0.58,0.0,0.0,0.06,9
549,0.13,0.59,0.0,0.63,0.42,0.82,0.9,1.0,1.0,0.8,0.8,0.54,0.59,0.27,0.45,0.0,1
550,0.0,0.88,0.61,0.68,1.0,0.9,0.14,1.0,0.24,0.79,0.8,0.54,0.46,0.25,0.03,0.0,9
551,0.0,0.73,0.07,0.84,0.63,1.0,1.0,0.98,0.88,0.73,0.8,0.49,0.74,0.24,0.77,0.0,1
552,0.0,0.0,0.33,0.12,0.66,0.35,0.9,0.61,1.0,0.89,0.57,1.0,0.25,0.79,0.58,0.6,9
553,0.18,0.26,0.43,0.0,0.77,0.05,1.0,0.43,0.88,0.86,0.55,1.0,0.21,0.88,0.0,0.52,0
554,0.35,0.61,0.54,1.0,0.58,0.76,0.54,0.31,0.78,0.0,1.0,0.06,0.36,0.05,0.0,0.08,1
555,0.98,0.86,0.69,1.0,0.34,0.75,0.76,0.68,0.9,0.5,1.0,0.16,0.53,0.02,0.0,0.0,9
557,0.07,0.56,0.33,1.0,0.46,0.97,0.39,0.43,0.05,0.11,0.0,0.07,0.49,0.02,1.0,0.0,1
558,0.59,0.78,0.6,1.0,0.07,0.94,0.0,0.65,0.53,0.57,1.0,0.42,0.8,0.14,0.32,0.0,9
559,0.31,0.88,0.03,0.84,0.77,1.0,1.0,0.96,0.69,0.72,0.37,0.49,0.14,0.24,0.0,0.0,1
560,0.0,0.57,0.12,1.0,0.47,0.86,0.4,0.39,0.1,0.06,0.16,0.03,0.58,0.06,1.0,0.0,2
561,0.95,0.9,0.7,0.95,0.0,1.0,0.0,0.66,0.69,0.59,1.0,0.27,0.53,0.0,0.16,0.13,5
566,0.37,0.83,0.77,1.0,0.14,0.95,0.02,0.68,0.52,0.46,1.0,0.23,0.58,0.0,0.0,0.0,5
568,0.97,0.81,0.52,1.0,0.0,0.87,0.21,0.6,0.76,0.7,1.0,0.47,0.74,0.12,0.23,0.0,9
569,0.0,0.54,0.24,0.68,0.71,0.89,1.0,1.0,0.69,0.76,0.43,0.5,0.19,0.26,0.05,0.0,1
